,title,type,kind,country,region,price_eur,volume_lit,order_number
6903, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
6904, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
6905, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
6906, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
6907, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
6908, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
6909, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
6910, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
6911, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
6912, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
6913, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
6914, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
6915, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
6916, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
6917, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
6918, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
6919, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
6920, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
6921, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
6922, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
6923, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
6924, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
6925, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
6926, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
6927, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
6928, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
6929, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
6930, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
6931, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
6932, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
6933, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
6934, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
6935, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
6936, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
6937, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
6938, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
6939, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
6940, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
6941, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
6942, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
6943, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
6944, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
6945, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
6946, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
6947, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
6948, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
6949, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
6950, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
6951, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
6952, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
6953, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
6954, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
6955, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
6956, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
6957, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
6958, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
6959, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
6960, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
6961, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
6962, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
6963, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
6964, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
6965, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
6966, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
6967, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
6968, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
6969, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
6970, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
6971, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
6972, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
6973, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
6974, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
6975, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
6976, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
6977, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
6978, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
6979, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
6980, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
6981, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
6982, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
6983, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
6984, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
6985, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
6986, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
6987, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
6988, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
6989, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
6990, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
6991, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
6992, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
6993, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
6994, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
6995, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
6996, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
6997, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
6998, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
6999, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
7000, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
7001, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
7002, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
7003, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
7004, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
7005, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
7006, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
7007, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
7008, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
7009, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
7010, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
7011, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
7012, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
7013, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
7014, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
7015, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
7016, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
7017, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
7018, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
7019, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
7020, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
7021, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
7022, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
7023, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
7024, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
7025, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
7026, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
7027, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
7028, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
7029, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
7030, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
7031, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
7032, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
7033, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
7034, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
7035, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
7036, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
7037, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
7038, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
7039, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
7040, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
7041, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
7042, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
7043, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
7044, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
7045, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
7046, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
7047, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
7048, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
7049, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
7050, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
7051, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
7052, Grauburgunder trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.89,0.75, 70569-DE-WW-GB-010-15 
7053, Fragolino Rosso - Terre del Sole ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,4.64,0.75, 70077-IT-SW-001 
7054, Sessantanni Primitivo di Manduria DOC 2017 - Cantine San Marzano ,red wine,semi-dry,Italy,Apulia (IT),19.9,0.75, 70342-IT-RW-PR-503-11 
7055, Corvo Rosso Terre Siciliane 2019 - Duca di Salaparuta ,red wine,dry,Italy,Sizilien (IT),6.59,0.75, 70217-IT-RW-BL-044-11 
7056, Fragolino Rosso Frizzante - Bottega ,wine-based beverage,fragolino,mild - doux - sweet - dolce,Italy,5.97,0.75, 70601-IT-RW-001 
7057, Grauer Burgunder eins zu eins Kabinett trocken 2021 - A. Diehl ,white wine,dry,Germany,Palatinate,7.49,0.75, 70126-DE-WW-PG-002-12 
7058, Fabelhaft Tinto Douro DOC Rotwein 2020 - Niepoort ,red wine,dry,Portugal,Douro & Porto (PT),10.48,0.75, 70009-PT-RW-BL-009-12 
7059, Motivo Rosé extra dry - Borgo Molino ,sparkling wine,spumante,extra dry,Italy,10.86,0.75, 70121-IT-SW-BL-001 
7060, Mandus Primitivo di Manduria DOC 2019 - Pietra Pura ,red wine,dry,Italy,Apulia (IT),10.76,0.75, 70015-IT-RW-PR-005-11 
7061, Schmetterlinge im Bauch Rosé 2020 - Weingut Kiefer ,rosé wine,semi-dry,Germany,Baden (DE),6.19,0.75, 70019-DE-RO-001-13 
7062, Horgelus Blanc Côtes de Gascogne 2021 - Domaine Horgelus ,white wine,dry,France,Gascogne (FR),6.53,0.75, 70217-FR-WW-BL-001-11 
7063, Pleno Tempranillo Navarra DO 2020 - Bodegas Agronavarra ,red wine,dry,Spain,Aragonien (ES),4.65,0.75, 70009-ES-RW-TE-0002-12 
7064, Fleur de d'Artagnan Blanc Côtes de Gascogne 2020 - Plaimont ,white wine,dry,France,Gascogne (FR),4.88,0.75, 70011-FR-WW-BL-005-12 
7065, Aimery Grande Cuvée 1531 Rosé Crémant Brut - Sieur d'Arques ,sparkling wine,crémant,brut - bruto,France,12.5,0.75, 70342-FR-SW-BL-002 
7066, Sauvignon Blanc trocken 2021 - Ellermann-Spiegel ,white wine,dry,Germany,Palatinate,6.99,0.75, 70569-DE-WW-SB-010-15 
7067, Santa Digna Rosé Cabernet Sauvignon 2021 - Miguel Torres Chile ,rosé wine,dry,Chile,Valle Central (CL),7.49,0.75, 70011-CL-RO-CS-215-13 
